tag,variable,wasserstein_distance
cosine_predvar,energy,0.00024055892593769212
cosine_predvar,phi,0.055779411399827436
cosine_predvar,eta,0.031128844762784304
cosine_predvar,s,1.7644364556399084
cosine_predvar,z,66.12735575496698
