tag,variable,wasserstein_distance
quadratic_predvar,energy,2.7072795678934166e-05
quadratic_predvar,phi,0.0058300819906266866
quadratic_predvar,eta,0.020212812715925777
quadratic_predvar,s,14.51421127638196
quadratic_predvar,z,47.65021631759775
